Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1993","1993","An","42034843","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1994","1994","An","42311656","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1995","1995","An","42752382","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1996","1996","An","41863937","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1997","1997","An","40979463","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1998","1998","An","41202900","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","1999","1999","An","41698086","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2000","2000","An","41500581","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2001","2001","An","41903648","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2002","2002","An","42489450","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2003","2003","An","42303649","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2004","2004","An","42222006","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2005","2005","An","42195531","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2006","2006","An","42506731","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2007","2007","An","42619969","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2008","2008","An","41698885","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2009","2009","An","40489967","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2010","2010","An","40123392","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2011","2011","An","40272954","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2012","2012","An","47355372","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2013","2013","An","47360336","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2014","2014","An","47764359","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2015","2015","An","50402033","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2016","2016","An","50851069","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2017","2017","An","50519259","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2018","2018","An","50874140","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2019","2019","An","51603917","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2020","2020","An","52636569","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2021","2021","An","52075158","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02132","Asses","2022","2022","An","51687273","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1961","1961","No","49172039","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1962","1962","No","49637577","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1963","1963","No","49968813","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1964","1964","No","49624020","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1965","1965","No","50366639","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1966","1966","No","52082016","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1967","1967","No","52286741","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1968","1968","No","52572380","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1969","1969","No","53477287","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1970","1970","No","54018571","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1971","1971","No","54172880","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1972","1972","No","54480707","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1973","1973","No","55309165","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1974","1974","No","55194255","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1975","1975","No","55849624","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1976","1976","No","55738653","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1977","1977","No","56202861","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1978","1978","No","57704197","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1979","1979","No","58489942","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1980","1980","No","60196537","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1981","1981","No","62247007","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1982","1982","No","63620887","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1983","1983","No","64669481","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1984","1984","No","66058344","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1985","1985","No","67456491","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1986","1986","No","67127615","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1987","1987","No","67441306","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1988","1988","No","68275764","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1989","1989","No","69234697","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1990","1990","No","69377637","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1991","1991","No","69950986","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1992","1992","No","67937735","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1993","1993","No","67129907","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1994","1994","No","66434540","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1995","1995","No","66439818","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1996","1996","No","66338520","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1997","1997","No","66231605","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1998","1998","No","66897680","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","1999","1999","No","67478789","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2000","2000","No","69705264","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2001","2001","No","70820709","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2002","2002","No","72285704","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2003","2003","No","72476354","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2004","2004","No","73425966","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2005","2005","No","74715060","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2006","2006","No","76016588","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2007","2007","No","75490484","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2008","2008","No","77127207","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2009","2009","No","78018504","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2010","2010","No","80649668","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2011","2011","No","81404603","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2012","2012","No","84103396","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2013","2013","No","85966406","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2014","2014","No","88661694","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2015","2015","No","90656186","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2016","2016","No","91796443","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2017","2017","No","93053844","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2018","2018","No","96500724","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2019","2019","No","97905665","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2020","2020","No","98879174","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2021","2021","No","99847501","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5114","Stocks","02196","Bees","2022","2022","No","100996303","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1961","1961","An","88321107","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1962","1962","An","89302243","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1963","1963","An","89767851","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1964","1964","An","93361014","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1965","1965","An","94373055","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1966","1966","An","98894685","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1967","1967","An","101172466","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1968","1968","An","104400753","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1969","1969","An","106224223","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1970","1970","An","107262244","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1971","1971","An","108708021","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1972","1972","An","109633050","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1973","1973","An","111123800","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1974","1974","An","113043535","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1975","1975","An","113029716","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1976","1976","An","113820907","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1977","1977","An","114840553","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1978","1978","An","116637097","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1979","1979","An","118973188","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1980","1980","An","121493490","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1981","1981","An","124211642","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1982","1982","An","127542101","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1983","1983","An","130092245","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1984","1984","An","133173256","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1985","1985","An","136241549","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1986","1986","An","141829319","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1987","1987","An","141761926","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1988","1988","An","143622755","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1989","1989","An","145643220","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1990","1990","An","148184015","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1991","1991","An","149685090","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1992","1992","An","152491361","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1993","1993","An","154080069","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1994","1994","An","156407073","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1995","1995","An","158531978","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1996","1996","An","159238323","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1997","1997","An","157095233","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1998","1998","An","160657445","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","1999","1999","An","162268545","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2000","2000","An","164254815","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2001","2001","An","166280333","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2002","2002","An","168745134","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2003","2003","An","171513784","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2004","2004","An","174014534","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2005","2005","An","177006343","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2006","2006","An","180660277","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2007","2007","An","184120533","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2008","2008","An","185839212","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2009","2009","An","194180345","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2010","2010","An","194077903","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2011","2011","An","195327711","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2012","2012","An","196565045","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2013","2013","An","196954194","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2014","2014","An","198335144","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2015","2015","An","199697418","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2016","2016","An","200954710","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2017","2017","An","201531074","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2018","2018","An","201030970","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2019","2019","An","200531556","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2020","2020","An","201102936","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2021","2021","An","203897393","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02112","Buffalo","2022","2022","An","205141830","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1961","1961","An","12876790","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1962","1962","An","13136646","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1963","1963","An","13590961","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1964","1964","An","14133836","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1965","1965","An","14557867","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1966","1966","An","15180927","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1967","1967","An","15833425","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1968","1968","An","16423900","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1969","1969","An","16494169","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1970","1970","An","16547213","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1971","1971","An","16756505","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1972","1972","An","16965630","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1973","1973","An","16726801","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1974","1974","An","16666289","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1975","1975","An","17027712","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1976","1976","An","17309030","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1977","1977","An","17305009","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1978","1978","An","17745052","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1979","1979","An","17988633","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1980","1980","An","18157175","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1981","1981","An","18609989","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1982","1982","An","19247699","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1983","1983","An","19306365","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1984","1984","An","19228263","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1985","1985","An","19472843","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1986","1986","An","19392764","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1987","1987","An","19698338","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1988","1988","An","20213753","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1989","1989","An","20463786","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1990","1990","An","20540379","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1991","1991","An","20049520","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1992","1992","An","19828453","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1993","1993","An","19552521","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1994","1994","An","19867321","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1995","1995","An","20202595","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1996","1996","An","20202676","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1997","1997","An","20403440","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1998","1998","An","20861745","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","1999","1999","An","21566755","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2000","2000","An","21842376","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2001","2001","An","22352432","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2002","2002","An","22858060","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2003","2003","An","23503877","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2004","2004","An","24462244","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2005","2005","An","24851473","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2006","2006","An","25138180","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2007","2007","An","27924280","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2008","2008","An","29159336","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2009","2009","An","28999683","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2010","2010","An","29671490","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2011","2011","An","30178726","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2012","2012","An","30468768","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2013","2013","An","31311625","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2014","2014","An","32124803","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2015","2015","An","32981414","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2016","2016","An","33868031","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2017","2017","An","35027206","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2018","2018","An","35978912","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2019","2019","An","38328561","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2020","2020","An","39588231","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2021","2021","An","40375823","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02121.01","Camels","2022","2022","An","41772353","E","Estimated value",""
